"","diffmedian24","std_temp_janv","std_temp_juil","std_pluie_janv","std_pluie_juil","var_sth1970_2010","var_sth1979_2010","var_sth1988_2010","var_c1970_2010","var_c1979_2010","var_c1988_2010","var_sfp1970_2010","var_sfp1979_2010","var_sfp1988_2010","var_mf1970_2010","var_mf1979_2010","var_mf1988_2010","var_prairie1970_2010","var_prairie1979_2010","var_prairie1988_2010","var_ugb1988_2010","id_geofla","residues"
"17",-0.2,2.4,1.6,37.6692307692308,30.5692307692308,-23.3152154146293,-13.7028512513797,-5.82628995656879,1.6432737289304,-2.4487257048091,2.9266073238453,-23.306628901005,-12.690051310288,-5.8418445684057,1.04330515032085,0.53199680691364,-0.30656503269501,-22.2346895400391,-12.2022611316697,-5.09358231745309,0.132534475051392,236,0.450584360530559
"22",0.4,1.875,1.2875,62.2375,27.025,-29.7307084533975,-12.2672519405673,-13.6865883475149,15.7292942394102,18.9039683882671,10.2946483750331,-7.8230693068725,-17.1092716561911,-12.1490584200994,15.2035940947159,3.2198007498996,-1.011740837629,-22.2794166210516,-19.8396529226114,-8.218488428622,0.56706479980921,857,0.278514762666139
"39",-0.24,2.31,1.51,32.15,36.06,-20.5967357550372,-21.8827245971124,-20.3272175447016,3.5467128860644,2.056064283339,5.939736892761,-14.3999903709588,-15.2481847103726,-15.4000005273747,3.88943453455622,2.86313485504981,1.50525133359878,-16.5990226523194,-17.9284108336683,-16.776263919396,-0.01103874114852,1383,0.345159398240901
"83",-2.19,2.14285714285714,1.3,39.2,34.8,-19.7058633335141,-10.2820846211233,-4.3392464937965,5.7764202542418,-1.8476819780454,3.6338512679353,-26.6423351954375,-15.7503854488614,-7.0505996706954,0.73842373369269,-2.37942378059611,-1.84429347964563,-16.4233310943582,-13.9328857153008,-4.6256916053613,0.152633975576954,1498,-1.88782246041256
"197",-0.85,2.4,1.509375,50.69375,37.128125,-26.4374958816357,-23.2949195245524,-17.7453131210631,8.5850244056151,6.8117558029666,8.3233569703544,-10.3045661412492,-8.9207532610964,-9.7048684178251,6.639379981918,3.88452482444074,1.87828464976633,-15.6463148152373,-12.5180134829199,-11.46028922307,0.11321173316672,2249,-0.161897446788576
"210",1,1.65,1.025,58.925,27.225,-15.8773117520122,-3.80213250550724,-11.7524522022915,8.4055233768517,8.5810210743603,5.901306965659,3.5722794859221,-6.1185852815516,1.2985830350164,17.1386681100821,2.4617557166403,-0.3980640762147,-12.0511944673191,-8.0702772043802,2.9416108361128,-0.65773567941006,1869,0.344085183723733
"214",0,2.44090909090909,1.60909090909091,46.3863636363636,41.0863636363636,-27.1440998893248,-21.3024028008428,-11.1903572492195,13.2977965836192,7.6478413097319,3.5223577340384,-26.1276687424262,-21.8972072236789,-10.165458605552,5.21805391768824,0.82944044952309,-0.51959898890416,-25.330902911254,-22.418250364331,-9.6004421500652,0.022082473506691,1633,0.583495619392832
"436",1.22,2.40526315789474,1.61052631578947,38.3947368421053,35.7368421052632,-20.3198384931347,-13.5115628308114,-6.33369175823372,6.9314100709753,-1.8147923282894,3.2834335342215,-24.8106009342137,-14.1206060464537,-7.5655820285329,0.62360162020004,0.5001478921477,-0.72012396211823,-20.5823764234366,-14.39983031322,-6.3829273008507,-0.15687296825964,2305,1.62655253488809
"466",2.32,2.0125,1.325,51.575,28.0875,-13.9794539504421,-10.4737553879885,-9.3949369032291,0.0697151221532,-3.9848496389539,4.4829999201225,-21.4163258344082,-13.469083662311,-9.832743213449,3.06569380220089,1.52468408710731,0.61772975706121,-12.3173521188556,-14.6268873722619,-10.0091484307688,0.207923412018328,375,2.2404371611305
"612",3.1,2.05714285714286,1.45714285714286,27.9857142857143,36.0142857142857,-14.7037589770007,-12.894906323185,-13.5212416267124,-8.3757344818752,-5.8738290398127,-0.5147374529027,13.860795540631,8.384074941452,0.8489300237392,5.37254036379063,4.40720140515222,2.03007305333702,8.9645045191468,3.9153981264637,-0.4834611040761,-0.26884166000376,1873,2.41978614785548
"831",0.64,2.18666666666667,1.44,37.2266666666667,33.16,-44.9431056079653,-34.7296327394314,-18.5604244985221,28.712947092951,22.2504875673393,8.0917178748627,-42.9866744947197,-37.1043271571925,-18.9145930441549,3.81483451376862,-2.21153725719362,-2.69519966798088,-42.4733966521685,-34.6698174254186,-16.9696254728745,0.275020366589599,507,1.00991149601963
"833",2.31,1.9875,1.43125,49.5375,33.38125,8.1654217928563,2.9293882389135,-2.359426404258,-5.7417827000404,-6.1841490449433,-3.7790045352344,10.3764759785153,6.6062958639847,0.5481327269834,2.41507005577137,1.67938688165622,0.14680438807787,11.4543729679686,4.4216582064298,-0.412801386536,-0.07414612332759,3006,2.4469847161776
"839",-2.83,2.13333333333333,1.41111111111111,51.6222222222222,41.8444444444444,-1.9066425710333,-7.9777018186831,-4.9249744663706,1.3695074159885,2.2921589774069,4.3374520951632,-1.6186135080568,-3.3835688079718,-2.7203124707183,3.9704817737906,2.54904114016242,1.40087973894792,16.7250215503892,-6.7968266359565,-4.9569354256854,0.095101122776915,1314,-2.63540475099742
"842",-2.1,2.52666666666667,1.5,39.44,35.49,-41.1829149052084,-30.3680334340712,-17.3187232866083,34.8997128535506,29.2401780609328,22.3908642689347,-33.6578698824531,-29.5221419042173,-19.5867816709008,6.44854321351849,-0.81866508753297,-1.13422282152667,-38.8005747687008,-27.5465231833156,-18.5922366300769,0.44416059071607,364,-2.06593809993869
"908",-2.91,1.95,1.325,52.5,23.625,-11.816619205213,-10.4481434058899,-5.75199961824634,6.1227426330375,3.3903022880366,7.9488545874515,-27.9886972105859,-23.124199743918,-13.8789473877405,1.1926472910481,-1.46523409230084,-2.56081365873682,-12.9410819872908,-20.8729054166899,-11.5747481455343,0.197942605642758,3152,-2.19817745160638
"928",3,2.225,1.4625,28.2875,35.36875,-4.758384370382,-4.1922526644112,-1.5323141075156,-2.67267623621691,-1.33075422443185,-1.02797046529165,6.3355860929105,2.9146189320511,1.3705700987527,3.91229680812083,0.52258881587748,-0.37611317031363,4.406364335957,2.3788859834325,2.4029321491288,-0.02708346329583,2625,3.04689835842944
"929",9.07,2.05,1.45,29.48,34.89,-5.9406120061972,-8.4829668139318,-8.1371436192601,-9.1235831205335,-4.898517315224,-2.3732543818073,11.9591179370357,4.8423196597501,3.0443734250387,3.26631516420799,0.6961215400113,0.03656933725605,11.3061929344332,4.1154390657022,3.5377487581364,0.10130340190218,2703,9.66839081597447
"930",-2.36,2.15833333333333,1.50833333333333,28.85,30.7583333333333,-8.6346589402202,-7.6324860561867,-6.9992887240457,-2.667788003698,-3.1825684066508,-1.6131984834076,8.2270149536522,7.1049268941327,3.5614437731848,6.21036365155978,3.59517103225081,2.10707579415557,7.8729919110368,9.5351429282921,1.7337046691074,-0.06139444086679,110,0.253158987806553
"933",-1.21,1.975,1.325,51.9,26.55,-28.0050855235384,-10.8484186784315,-10.4999381014488,1.5423192615223,3.0582488803229,-1.2218703788581,4.0364509202023,-1.9272639715048,-2.3748662993359,11.5140028106206,0.9207587599937,-4.0404428999317,-6.3206610535328,-1.9711744070017,4.2258937452598,-0.31488584302722,3016,-1.48055815327487
"934",-0.2,2.3,1.41,32.72,28.3,-4.4440527573516,-6.3316348438219,-5.6991595436257,0.7605312272123,-5.9125413126439,-2.6686302785249,-17.4478573559964,-9.3028756553508,-7.4489868921121,-0.16600838026947,-2.7704802735179,-2.09076643320386,-10.2934621630186,-6.4888191404554,-5.3205899725688,0.125290724757963,2559,-0.0756281190417952
"939",-0.07,2.10769230769231,1.4,32.9153846153846,28.4461538461538,-17.7297753028627,-10.1155361115265,-5.6891039205523,7.4324696060817,5.3042488982837,1.1133279129209,-10.7070477854665,-10.7830146792781,-1.1101167509899,7.03569277509492,-1.69377537428681,-1.71251003198501,-12.0678573229554,-6.7070752956457,0.773959531019,0.032422323812547,2537,0.0877250933260052
"940",-1.68,1.78181818181818,1.04545454545455,47.0818181818182,29.1181818181818,-35.3501394386659,-28.8165501783077,-21.7663370631298,6.31601825182176,7.30111749573418,3.71602828773855,-5.3953707752216,-6.9951028636718,-3.6010146272017,19.4259633806684,13.8349967666763,9.4434479596728,-24.8315496919366,-18.0740541277548,-11.0238410125769,-0.14477555364685,1853,-1.67719222300551
